type,title,year,min_players,max_players,min_time,max_time,avg_time,min_age,com_age,bay_rating,avg_rating,num_ratings,complexity,comp_votes,comments,views,fans,owners,traders,wanters,wishers,mechanics,categories
boardgame,Massive Darkness,2017,1,6,120,120,120.0,14,10,6.62681,7.30367,3604,2.5417,120,976,1419678,748,8325,196,225,1792,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']"
boardgame,Shakespeare,2015,1,4,20,90,55.0,13,12,6.88137,7.45084,3598,3.0066,152,734,239694,198,4994,118,388,1473,"['Action Points', 'Auction/Bidding', 'Card Drafting']",['Renaissance']
boardgame,Arkham Horror (Third Edition),2018,1,6,120,180,150.0,14,12,6.9994,7.78269,3598,3.1795,117,620,585175,460,7072,87,197,1702,"['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Stat Check Resolution', 'Variable Player Powers']","['Adventure', 'Fighting', 'Horror', 'Novel-based']"
boardgame,Shipyard,2009,2,4,120,120,120.0,11,12,6.83082,7.36588,3597,3.5035,284,982,366869,135,4429,124,395,1453,"['Card Drafting', 'Modular Board', 'Rondel', 'Set Collection', 'Tile Placement']","['Economic', 'Industry / Manufacturing', 'Nautical']"
boardgame,Hearts,1850,3,7,30,30,30.0,8,10,6.15408,6.43463,3594,1.7786,271,820,85638,55,1893,3,3,26,['Trick-taking'],"['Card Game', 'Movies / TV / Radio theme']"
boardgame,Odin's Ravens,2002,2,2,30,30,30.0,10,8,6.31571,6.65822,3593,1.6762,386,1359,281364,57,4678,185,231,762,['Hand Management'],"['Animals', 'Card Game', 'Mythology', 'Racing']"
boardgame,Munchkin Quest,2008,2,4,180,180,180.0,12,12,5.68373,5.88142,3593,2.5146,206,750,281237,257,8046,442,55,486,"['Dice Rolling', 'Modular Board', 'Role Playing']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Humor']"
boardgame,Timeline: Diversity,2012,2,8,15,15,15.0,8,8,6.40713,6.79805,3585,1.069,145,579,82914,43,7198,61,86,340,[],"['Card Game', 'Educational', 'Party Game', 'Trivia']"
boardgame,Vinhos Deluxe Edition,2016,1,4,60,135,97.5,14,14,7.41676,8.22095,3585,4.0645,217,741,404399,346,6876,49,575,2058,"['Area Majority / Influence', 'Variable Phase Order', 'Worker Placement']","['Economic', 'Industry / Manufacturing']"
boardgame,Space Hulk,1989,2,4,45,45,45.0,12,10,6.83143,7.46782,3584,2.5063,316,969,622877,300,3766,54,210,556,"['Action Points', 'Dice Rolling', 'Grid Movement', 'Modular Board']","['Fighting', 'Miniatures', 'Science Fiction']"
boardgame,Witch's Brew,2008,3,5,45,45,45.0,9,10,6.58359,7.02512,3584,1.8679,318,982,280453,95,3664,101,306,818,"['Hand Management', 'Simultaneous Action Selection']","['Bluffing', 'Card Game', 'Fantasy']"
boardgame,Dungeon!,1975,1,8,30,30,30.0,8,6,5.75337,5.96733,3580,1.564,289,1253,560988,265,7701,278,68,446,"['Dice Rolling', 'Role Playing', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting']"
boardgame,Escape from the Aliens in Outer Space,2010,2,8,20,45,32.5,12,14,6.49335,6.92359,3575,1.8621,87,848,314820,164,6302,172,249,1402,"['Grid Movement', 'Hidden Movement', 'Paper-and-Pencil', 'Secret Unit Deployment', 'Team-Based Game', 'Variable Player Powers']","['Horror', 'Party Game', 'Science Fiction']"
boardgame,Black Orchestra,2016,1,5,90,90,90.0,14,12,6.90194,7.52774,3574,2.3679,106,894,530601,315,6400,120,436,2093,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Pick-up and Deliver', 'Point to Point Movement', 'Push Your Luck', 'Set Collection', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Variable Player Powers']","['Spies/Secret Agents', 'World War II']"
boardgame,Via Nebula,2016,2,4,45,60,52.5,12,8,6.62492,7.08533,3572,2.2065,92,703,275086,114,4976,194,244,1195,"['Action Points', 'Network and Route Building', 'Pick-up and Deliver']","['Territory Building', 'Transportation']"
boardgame,Sorry! Sliders,2008,1,4,30,30,30.0,6,5,6.13057,6.39443,3565,1.0625,304,1319,155961,50,5390,251,56,259,[],"['Action / Dexterity', ""Children's Game""]"
boardgame,Smash Up: Science Fiction Double Feature,2014,2,2,30,45,37.5,12,12,6.75005,7.3184,3565,2.3067,75,446,99447,107,11359,214,94,596,"['Area Majority / Influence', 'Hand Management', 'Take That', 'Variable Player Powers']","['Card Game', 'Fantasy', 'Horror', 'Humor', 'Mythology', 'Prehistoric', 'Science Fiction', 'Spies/Secret Agents']"
boardgame,Ticket to Ride: New York,2018,2,4,10,15,12.5,8,6,6.58491,7.05247,3560,1.2453,53,665,131556,92,7738,86,104,488,"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']",['Trains']
boardgameexpansion,Eclipse: Rise of the Ancients,2012,2,9,120,120,120.0,14,14,7.55429,8.44377,3558,3.6717,198,771,463362,275,9595,173,204,756,"['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Modular Board', 'Passed Action Token', 'Team-Based Game', 'Tile Placement', 'Variable Player Powers']","['Civilization', 'Expansion for Base-game', 'Fighting', 'Science Fiction', 'Space Exploration']"
boardgame,Newton,2018,1,4,90,90,90.0,14,12,7.00465,7.62621,3541,3.4179,134,589,292430,174,4802,71,389,1746,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Point to Point Movement', 'Tile Placement']","['Age of Reason', 'Travel']"
boardgame,Barrage,2019,1,4,60,120,90.0,14,12,7.28229,8.042,3541,3.9752,282,845,526173,414,4986,23,515,2385,"['Action Drafting', 'Contracts', 'End Game Bonuses', 'Income', 'Network and Route Building', 'Turn Order: Stat-Based', 'Variable Player Powers', 'Variable Setup', 'Worker Placement']","['Economic', 'Environmental', 'Industry / Manufacturing']"
boardgameexpansion,Terra Mystica: Fire & Ice,2014,2,5,100,100,100.0,12,14,7.57734,8.46307,3536,3.9474,133,670,369524,199,10536,84,289,1150,"['Network and Route Building', 'Turn Order: Pass Order', 'Variable Player Powers']","['Civilization', 'Economic', 'Expansion for Base-game', 'Fantasy', 'Territory Building']"
boardgame,On Mars,2020,1,4,90,150,120.0,14,14,7.47633,8.39592,3530,4.605,638,889,810148,1756,7670,62,488,3411,"['Area Majority / Influence', 'Hand Management', 'Hexagon Grid', 'Point to Point Movement', 'Tile Placement', 'Variable Phase Order', 'Worker Placement']","['City Building', 'Economic', 'Exploration', 'Science Fiction', 'Space Exploration', 'Territory Building']"
boardgame,Cave Troll,2002,2,4,20,60,40.0,10,8,6.11997,6.41508,3521,1.9784,324,1243,313131,104,5588,334,91,538,"['Action Points', 'Area Majority / Influence', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']",['Fantasy']
boardgameexpansion,Catan: Cities & Knights – 5-6 Player Extension,2000,5,6,120,120,120.0,10,12,6.57984,7.13918,3515,2.7491,275,825,87939,47,10149,165,65,392,"['Dice Rolling', 'Hand Management', 'Memory', 'Modular Board', 'Network and Route Building', 'Trading']","['Expansion for Base-game', 'Medieval', 'Negotiation']"
boardgame,Power Grid Deluxe: Europe/North America,2014,2,6,120,120,120.0,12,10,7.27878,8.02386,3514,3.1917,120,606,263997,145,6054,84,252,1159,"['Auction: Turn Order Until Pass', 'Income', 'Market', 'Network and Route Building']","['Economic', 'Industry / Manufacturing']"
boardgame,Android: Infiltration,2012,2,6,30,45,37.5,14,10,6.22788,6.55573,3492,2.0987,233,823,310193,182,4828,285,114,656,"['Dice Rolling', 'Hand Management', 'Modular Board', 'Push Your Luck', 'Simultaneous Action Selection']","['Card Game', 'Exploration', 'Science Fiction', 'Spies/Secret Agents']"
boardgame,1775: Rebellion,2013,2,4,60,120,90.0,10,10,7.03744,7.69373,3488,2.2469,239,1018,471098,268,4951,118,434,1745,"['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Team-Based Game', 'Turn Order: Random', 'Variable Player Powers']","['Age of Reason', 'American Indian Wars', 'American Revolutionary War', 'Educational', 'Wargame']"
boardgame,Merchant of Venus (Second Edition),2012,1,4,120,240,180.0,14,12,6.67039,7.18171,3487,3.0224,223,979,420123,232,6403,211,429,1654,"['Commodity Speculation', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Roll / Spin and Move']","['Economic', 'Exploration', 'Science Fiction', 'Space Exploration', 'Transportation']"
boardgame,Horrified,2019,1,5,60,60,60.0,10,8,7.10395,7.87224,3486,2.0476,84,751,337550,354,7846,51,458,2679,"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Solo / Solitaire Game', 'Variable Setup']","['Horror', 'Miniatures', 'Movies / TV / Radio theme']"
boardgameexpansion,Arkham Horror: Curse of the Dark Pharaoh Expansion,2006,1,8,240,240,240.0,12,12,6.73291,7.31742,3483,3.1516,277,858,195737,139,8627,180,85,447,"['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fighting', 'Horror', 'Novel-based', 'Science Fiction']"
boardgame,You're Bluffing!,1985,3,5,45,45,45.0,10,10,6.24744,6.59561,3481,1.6146,314,987,185074,46,5656,180,72,326,"['Auction: Turn Order Until Pass', 'Hand Management', 'Memory', 'Set Collection', 'Simultaneous Action Selection', 'Trading']","['Animals', 'Bluffing', 'Card Game', 'Humor']"
boardgame,Vindication,2018,2,5,45,150,97.5,14,12,7.13343,7.901,3481,3.0391,128,872,438004,745,6331,93,408,1951,"['Area Majority / Influence', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Variable Phase Order']",['Fantasy']
boardgame,Here I Stand,2006,2,6,180,360,270.0,12,14,7.18618,7.93048,3469,4.1673,496,1273,1041017,463,5018,135,418,1923,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Scenario / Mission / Campaign Game', 'Simulation', 'Variable Player Powers']","['Negotiation', 'Political', 'Religious', 'Renaissance', 'Wargame']"
boardgame,When I Dream,2016,4,10,20,40,30.0,8,8,6.62097,7.12297,3467,1.0833,48,619,224875,100,6011,197,132,1265,"['Communication Limits', 'Memory', 'Role Playing', 'Storytelling', 'Team-Based Game']","['Deduction', 'Party Game', 'Real-time', 'Word Game']"
boardgame,Sid Meier's Civilization: A New Dawn,2017,2,4,60,120,90.0,14,10,6.71071,7.32096,3466,3.0696,115,624,551915,234,6230,184,205,1647,"['Area Majority / Influence', 'Modular Board', 'Variable Player Powers']",['Civilization']
boardgame,Wallenstein,2002,3,5,150,150,150.0,12,12,6.88009,7.48011,3454,3.3107,457,1266,437357,62,2793,130,256,810,"['Action Points', 'Action Queue', 'Area Majority / Influence', 'Area Movement', 'Cube Tower', 'Simultaneous Action Selection', 'Variable Phase Order']","['Economic', 'Pike and Shot', 'Renaissance', 'Territory Building']"
boardgame,Coconuts,2013,2,4,20,20,20.0,6,4,6.56529,7.04651,3453,1.0435,138,816,217949,76,5338,73,147,655,"['Push Your Luck', 'Take That']","['Action / Dexterity', 'Animals', ""Children's Game""]"
boardgameexpansion,Dominion: Black Market Promo Card,2009,2,4,30,30,30.0,10,10,6.60783,7.1141,3449,2.3174,167,1005,179822,94,9697,209,58,214,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']","['Card Game', 'Expansion for Base-game', 'Medieval']"
boardgame,Tales & Games: The Hare & the Tortoise,2011,2,5,15,20,17.5,7,6,6.61292,7.09491,3446,1.3889,126,693,152582,98,5945,99,156,750,"['Betting and Bluffing', 'Hand Management']","['Animals', 'Card Game', ""Children's Game"", 'Novel-based', 'Racing']"
boardgame,Stuffed Fables,2018,2,4,60,90,75.0,7,8,6.92793,7.61461,3446,2.4286,84,796,488605,382,9958,155,533,3371,"['Cooperative Game', 'Dice Rolling', 'Role Playing', 'Storytelling', 'Variable Player Powers']","['Adventure', 'Animals']"
boardgame,I'm the Boss!,1994,3,6,60,60,60.0,12,10,6.40156,6.8007,3444,1.9743,311,1190,298612,81,3841,187,166,671,"['Dice Rolling', 'Hand Management', 'Roll / Spin and Move', 'Set Collection', 'Take That']",['Negotiation']
boardgame,Chutes and Ladders,-200,2,6,30,30,30.0,3,3,3.61181,2.84354,3442,1.0212,283,1196,232963,19,3990,38,5,51,"['Dice Rolling', 'Roll / Spin and Move']","['Animals', ""Children's Game"", 'Dice', 'Movies / TV / Radio theme']"
boardgame,PARKS,2019,1,5,30,60,45.0,10,10,7.11851,7.90202,3434,2.175,120,807,303808,413,6645,21,709,3498,"['Point to Point Movement', 'Set Collection', 'Solo / Solitaire Game', 'Worker Placement']","['Adventure', 'Animals', 'Environmental', 'Travel']"
boardgame,Maracaibo,2019,1,4,30,120,75.0,12,12,7.44815,8.3218,3430,3.9186,258,715,582379,389,5217,35,842,4157,"['Contracts', 'End Game Bonuses', 'Hand Management', 'Income', 'Point to Point Movement', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Track Movement']","['Economic', 'Exploration']"
boardgameexpansion,Battlestar Galactica: The Board Game – Exodus Expansion,2010,3,6,120,180,150.0,14,14,7.28646,8.10846,3429,3.5402,174,706,347676,271,8535,52,418,1204,"['Dice Rolling', 'Hand Management', 'Role Playing', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']","['Bluffing', 'Deduction', 'Expansion for Base-game', 'Movies / TV / Radio theme', 'Political', 'Science Fiction', 'Space Exploration', 'Spies/Secret Agents']"
boardgame,Panamax,2014,2,4,100,100,100.0,12,14,6.80138,7.34327,3429,3.7689,225,798,363786,207,4884,170,362,1306,"['Area Majority / Influence', 'Dice Rolling', 'Moving Multiple Units', 'Pick-up and Deliver', 'Point to Point Movement', 'Stock Holding', 'Worker Placement']","['Economic', 'Nautical', 'Transportation']"
boardgame,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,2016,1,8,60,120,90.0,10,14,7.10858,7.83257,3429,2.16,50,647,326916,152,10330,169,388,2535,"['Cooperative Game', 'Solo / Solitaire Game', 'Storytelling']","['Deduction', 'Murder/Mystery', 'Novel-based', 'Post-Napoleonic', 'Puzzle', 'Spies/Secret Agents']"
boardgame,Risk: Star Wars Edition,2015,2,4,30,45,37.5,10,8,6.58954,7.07708,3427,1.8425,127,978,279485,137,8224,265,77,480,"['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Variable Player Powers']","['Movies / TV / Radio theme', 'Science Fiction', 'Wargame']"
boardgame,Twice As Clever,2019,1,4,30,30,30.0,10,10,6.93959,7.55991,3426,2.3226,62,585,157705,103,5990,50,133,738,"['Dice Rolling', 'Paper-and-Pencil', 'Re-rolling and Locking']",['Dice']
boardgame,Battle Sheep,2010,2,4,15,15,15.0,7,6,6.30372,6.67622,3422,1.4846,130,741,162051,131,4441,108,101,552,"['Enclosure', 'Grid Movement', 'Modular Board']","['Abstract Strategy', 'Animals']"
boardgame,13 Days: The Cuban Missile Crisis,2016,2,2,30,45,37.5,10,12,6.7923,7.35639,3418,2.36,100,887,292941,182,5923,179,234,1063,"['Action/Event', 'Advantage Token', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Hand Management', 'Tug of War']","['Bluffing', 'Modern Warfare', 'Political', 'Wargame']"
boardgame,Flip City,2014,1,4,30,50,40.0,8,10,6.08389,6.35954,3416,1.7374,99,810,194038,106,6375,373,85,558,"['Deck, Bag, and Pool Building', 'Push Your Luck', 'Sudden Death Ending']","['Card Game', 'City Building']"
boardgameexpansion,7 Wonders: Babel,2014,2,7,45,45,45.0,10,10,6.57164,7.06201,3410,2.6471,119,813,265198,114,12127,132,261,1342,"['Card Drafting', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']","['Ancient', 'Card Game', 'City Building', 'Civilization', 'Expansion for Base-game']"
boardgame,Advanced Squad Leader,1985,2,2,120,480,300.0,14,16,7.11576,7.97751,3408,4.7255,652,1405,1028883,740,5539,124,117,770,"['Critical Hits and Failures', 'Dice Rolling', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Ratio / Combat Results Table', 'Scenario / Mission / Campaign Game', 'Secret Unit Deployment', 'Simulation', 'Time Track', 'Variable Player Powers']","['Wargame', 'World War II']"
boardgame,Homesteaders,2009,2,4,60,90,75.0,14,12,6.74439,7.25712,3391,3.0476,294,1075,380821,139,3937,200,223,847,"['Auction/Bidding', 'Auction: Fixed Placement', 'Constrained Bidding', 'Income', 'Loans']","['American West', 'City Building', 'Economic']"
boardgameexpansion,Power Grid: The New Power Plant Cards,2007,2,6,120,120,120.0,12,12,7.10919,7.80142,3390,2.987,231,1054,213762,53,10674,90,106,394,"['Auction/Bidding', 'Network and Route Building']","['Economic', 'Expansion for Base-game', 'Industry / Manufacturing']"
boardgame,Fortune and Glory: The Cliffhanger Game,2011,1,8,90,240,165.0,12,10,6.56735,7.10139,3390,2.8755,241,908,683362,597,5907,131,403,1714,"['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Push Your Luck', 'Roll / Spin and Move', 'Variable Player Powers']","['Adventure', 'Miniatures']"
boardgame,Fugitive,2017,2,2,5,20,12.5,10,10,6.72184,7.25092,3387,1.6786,56,773,176964,149,6878,156,236,1432,"['Hand Management', 'Memory', 'Secret Unit Deployment']","['Bluffing', 'Card Game', 'Deduction', 'Number', 'Spies/Secret Agents']"
boardgame,Tiny Epic Western,2016,1,4,30,45,37.5,14,14,6.30194,6.70395,3386,2.8602,93,1034,279221,591,10260,406,91,677,"['Area Majority / Influence', 'Dice Rolling', 'Set Collection', 'Variable Player Powers', 'Worker Placement']","['American West', 'Bluffing', 'Industry / Manufacturing']"
boardgame,Factory Fun,2006,2,5,45,45,45.0,10,10,6.43132,6.81745,3380,2.4936,312,1175,270694,114,3413,222,251,1003,"['Modular Board', 'Tile Placement']","['Industry / Manufacturing', 'Puzzle', 'Real-time']"
boardgame,Fireball Island: The Curse of Vul-Kar,2018,2,4,45,60,52.5,7,8,6.48413,7.00767,3378,1.5246,61,828,383809,587,7871,121,199,1079,"['Action Points', 'Action Queue', 'Area Movement', 'Pick-up and Deliver', 'Push Your Luck', 'Set Collection', 'Take That']","['Action / Dexterity', 'Adventure', 'Travel']"
boardgameexpansion,Mage Knight Board Game: The Lost Legion Expansion,2012,1,5,240,240,240.0,14,14,7.76633,8.80727,3377,4.1932,207,886,513383,374,11706,190,259,1050,"['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Role Playing', 'Variable Phase Order', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']"
boardgame,Lifeboats,1993,3,6,90,90,90.0,12,8,6.25037,6.5859,3374,1.7883,274,1105,259975,54,3586,132,331,1042,"['Player Elimination', 'Simultaneous Action Selection', 'Voting']","['Nautical', 'Negotiation', 'Party Game']"
boardgame,Battle Cry,1999,2,2,45,45,45.0,10,8,6.62757,7.16218,3373,2.1014,414,1384,489366,174,4226,218,134,461,"['Command Cards', 'Dice Rolling', 'Hand Management', 'Modular Board']","['American Civil War', 'Wargame']"
boardgame,Azul: Summer Pavilion,2019,2,4,30,45,37.5,8,8,7.13486,7.88035,3367,1.9889,90,568,157802,127,6404,30,432,1998,"['Pattern Building', 'Set Collection']",['Abstract Strategy']
boardgameexpansion,Race for the Galaxy: The Brink of War,2010,1,6,60,60,60.0,12,12,7.06904,7.76638,3365,3.3646,181,890,292911,146,9009,107,223,904,"['Hand Management', 'Simultaneous Action Selection', 'Variable Player Powers']","['Card Game', 'Civilization', 'Economic', 'Expansion for Base-game', 'Science Fiction', 'Space Exploration']"
boardgame,Click Clack Lumberjack,2008,2,7,10,10,10.0,5,6,6.13836,6.42689,3361,1.0392,153,940,144377,64,4946,114,117,452,[],"['Action / Dexterity', ""Children's Game""]"
boardgame,Mafia de Cuba,2015,6,12,10,20,15.0,10,8,6.24825,6.59029,3361,1.5,78,634,167326,59,6023,224,107,790,"['Role Playing', 'Team-Based Game', 'Variable Player Powers']","['Bluffing', 'Deduction', 'Mafia', 'Party Game']"
boardgame,Baseball Highlights: 2045,2015,1,4,45,45,45.0,9,8,6.93204,7.56806,3357,2.2047,127,847,387771,304,4147,141,417,1451,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Solo / Solitaire Game', 'Take That']","['Card Game', 'Science Fiction', 'Sports']"
